,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000249505,4.227252178,-4.087229967,2.6539156,0.103295178,0.287322414,AC108673.1,processed_pseudogene
ENSG00000249509,3.131605411,-3.613286985,1.439666619,0.230193296,0.441838375,NEUROG2-AS1,lncRNA
ENSG00000249531,4.976650698,-3.639180585,2.500345871,0.113821298,0.303007825,AC098799.2,processed_pseudogene
ENSG00000249532,1.109776321,-2.544436587,0.489786261,0.484022664,0.680308455,MIR302CHG,lncRNA
ENSG00000249534,-0.598958054,-4.581582819,0.10167137,0.749833069,0.863045223,LINC01258,lncRNA
ENSG00000249550,6.775668555,0.752573958,4.076552149,0.0434823,0.174593441,LINC01234,lncRNA
ENSG00000249565,0.968047872,-1.210332024,1.535773404,0.215248023,0.425907121,SERBP1P5,processed_pseudogene
ENSG00000249572,0.452236441,-0.658885852,0.248868783,0.617872731,0.777632089,AC034231.1,lncRNA
ENSG00000249574,2.225149427,-2.616508721,2.525464582,0.112021784,0.300532663,AC226118.1,lncRNA
ENSG00000249584,6.547526092,-2.438387398,4.99749384,0.025384049,0.125182113,LINC02225,lncRNA
ENSG00000249592,0.265386987,0.676537959,0.197926181,0.656400006,0.803753509,AC139887.2,lncRNA
ENSG00000249593,1.225021214,-3.222498074,0.914606239,0.338895195,0.554806703,AC011405.1,lncRNA
ENSG00000249599,0.965390649,0.98549587,0.207358489,0.648845718,0.798719672,BMPR1B-DT,lncRNA
ENSG00000249601,2.727206367,-4.699150645,1.812094775,0.178257146,0.3853749,LINC01187,lncRNA
ENSG00000249602,1.800273708,-2.259661142,3.382851446,0.065877989,0.223540305,AL589765.4,lncRNA
ENSG00000249604,-0.988601253,-4.508212211,0.8467553,0.357471871,0.573497437,AC096564.1,lncRNA
ENSG00000249610,1.764681641,-4.360988973,1.044965341,0.30666947,0.523479475,ZNF474-AS1,lncRNA
ENSG00000249621,4.692940387,-3.819736563,2.934111696,0.086726358,0.261529983,AC113349.1,lncRNA
ENSG00000249626,2.48610488,-0.031008543,7.498308638,0.006175697,0.047056788,AC024560.2,processed_pseudogene
ENSG00000249628,5.563125491,0.851077176,5.957013259,0.014658853,0.086927057,LINC00942,lncRNA
ENSG00000249631,-1.60565618,-3.911376346,2.174588497,0.140307041,0.340396216,AC005699.1,lncRNA
ENSG00000249635,1.629397431,-4.034760742,2.05321197,0.151885464,0.354448627,AC109361.1,lncRNA
ENSG00000249637,0.976471417,-1.233550178,2.307445047,0.128755533,0.324406008,AC008438.1,lncRNA
ENSG00000249639,4.176442347,-4.11417786,3.580118429,0.058474982,0.209175425,AC022092.1,lncRNA
ENSG00000249641,6.226665069,-0.27796661,13.06286443,0.000301208,0.004578545,HOXC13-AS,lncRNA
ENSG00000249655,3.412909057,-3.421456971,6.291059646,0.012134848,0.075853589,AC008434.1,lncRNA
ENSG00000249661,0.110552244,-4.658893694,0.006540926,0.935540573,0.970016158,TNRC18P1,processed_pseudogene
ENSG00000249664,-0.9710251,-2.300372248,0.407122563,0.523433603,0.709406972,AC027338.1,lncRNA
ENSG00000249669,-4.613369431,3.3727732,49.96588513,1.56442416467699e-12,2.22759714846849e-10,CARMN,lncRNA
ENSG00000249673,-0.322009802,3.092377232,0.338271375,0.56082872,0.738731556,NOP14-AS1,lncRNA
ENSG00000249679,-2.128842219,-1.59259425,7.730805079,0.005428654,0.042829881,AC106897.1,lncRNA
ENSG00000249684,3.684978782,-0.3172426,8.27399069,0.004021701,0.034393598,AC106795.2,lncRNA
ENSG00000249685,-0.331342866,-2.009225485,0.277555962,0.598307619,0.765532415,AC079921.2,lncRNA
ENSG00000249693,-1.288387016,-3.252151741,1.31504007,0.251484147,0.46536446,THEGL,protein_coding
ENSG00000249695,-0.129931828,-2.210338966,0.008482319,0.92661898,0.965387678,AC026369.1,lncRNA
ENSG00000249697,3.302308405,-4.508210799,2.058119076,0.151396949,0.35398087,AC034245.1,lncRNA
ENSG00000249699,2.773541769,-4.685609626,2.043625205,0.152845009,0.355675933,LINC02261,lncRNA
ENSG00000249700,0.285246219,-0.709403099,0.163744882,0.685731839,0.822037003,SRD5A3-AS1,lncRNA
ENSG00000249706,-2.932312876,-3.699151536,7.815840505,0.005179026,0.041498326,AC105384.1,lncRNA
ENSG00000249709,0.533779964,-1.655586404,0.632781059,0.426337035,0.633357945,ZNF564,protein_coding
ENSG00000249715,-0.429361594,-2.535289982,0.270014193,0.603322251,0.768821497,FER1L5,protein_coding
ENSG00000249717,-0.307934116,-4.619721209,0.054330608,0.815692087,0.903214588,PARM1-AS1,lncRNA
ENSG00000249721,3.609860575,-2.662210662,0.829194271,0.362505618,0.577713388,AC112206.3,processed_pseudogene
ENSG00000249738,2.03470541,-2.967641141,2.197336836,0.138249405,0.337719763,AC008691.1,lncRNA
ENSG00000249740,0.387395613,-0.308783811,0.177616221,0.673429876,0.814224579,OSMR-AS1,lncRNA
ENSG00000249741,-1.755286781,-3.639177109,3.206581693,0.073342561,0.23793404,AC093890.1,processed_pseudogene
ENSG00000249743,2.132920761,-1.667191574,0.65538815,0.418192837,0.626825896,AC116345.1,lncRNA
ENSG00000249751,-1.636009255,0.781197135,3.296718096,0.06941845,0.230169874,ECSCR,protein_coding
ENSG00000249752,-4.142555859,-4.606896385,8.739140778,0.003114512,0.028651092,AC108156.1,lncRNA
ENSG00000249763,4.905636419,-3.685583983,1.34296078,0.246512503,0.459956256,AC114786.1,processed_pseudogene
ENSG00000249768,3.613925291,-4.382677625,4.005903356,0.045341194,0.179133829,HSPE1P10,processed_pseudogene
ENSG00000249771,2.401886471,-4.052039867,2.062693044,0.1509432,0.353511252,AC108210.1,lncRNA
ENSG00000249779,2.078476082,-4.217613235,1.520283476,0.2175766,0.428616564,AC106800.1,processed_pseudogene
ENSG00000249786,0.964450796,-3.15095337,0.801150628,0.370749573,0.585384697,EAF1-AS1,lncRNA
ENSG00000249790,-2.609048937,-2.526201715,4.396939305,0.036003491,0.155137361,AC092490.1,lncRNA
ENSG00000249797,0.383255417,0.732521476,0.018554138,0.891652445,0.947806424,LINC02147,lncRNA
ENSG00000249803,9.342549831,0.160695131,2.618125602,0.105649172,0.291079466,AC112178.1,lncRNA
ENSG00000249806,4.830840729,-3.733587642,3.389017399,0.065632051,0.223124305,AC139720.1,lncRNA
ENSG00000249815,7.918048694,-1.20549802,5.088903853,0.024079407,0.121157396,AC004704.1,lncRNA
ENSG00000249816,4.738678905,-0.857230932,5.569896386,0.018271842,0.10119656,LINC00964,lncRNA
ENSG00000249825,-0.329186845,-1.795900922,0.200178201,0.654577046,0.80254387,THBS4-AS1,lncRNA
ENSG00000249835,5.453206626,-3.308141732,4.305407008,0.037991403,0.160201512,VCAN-AS1,lncRNA
ENSG00000249837,4.946633576,-3.658890609,1.526772393,0.216597498,0.427262531,AC121154.1,lncRNA
ENSG00000249839,0.049037094,-3.754654802,0.002280175,0.961914544,0.982978599,AC011330.1,unprocessed_pseudogene
ENSG00000249846,-0.993935316,0.193602231,2.61579878,0.105804236,0.291193633,LINC02021,lncRNA
ENSG00000249849,4.36987142,-4.009220085,3.35388684,0.067046527,0.225860645,AC138819.1,lncRNA
ENSG00000249850,2.058164573,-4.227406728,2.459575806,0.116810324,0.307583517,KRT18P31,processed_pseudogene
ENSG00000249852,-0.461524173,-3.472883244,0.167233961,0.682581866,0.819979101,AC145676.1,TEC
ENSG00000249853,3.756376972,-0.053671185,1.577554142,0.209113352,0.419659547,HS3ST5,protein_coding
ENSG00000249855,-0.859147657,1.728532416,2.326136924,0.127217241,0.32225367,EEF1A1P19,processed_pseudogene
ENSG00000249856,3.099902314,-2.344926166,3.027249832,0.081876689,0.252959116,AC116337.3,lncRNA
ENSG00000249858,-0.266361594,-4.123296819,0.047137377,0.8281215,0.910844796,SNX5P1,processed_pseudogene
ENSG00000249859,2.100641792,4.317704598,6.890806594,0.008664017,0.060044322,PVT1,lncRNA
ENSG00000249863,0.647726009,-0.070080889,0.505946778,0.476898749,0.674651472,AC021106.1,processed_pseudogene
ENSG00000249867,6.400191013,-2.562887916,3.815132112,0.0507916,0.192669822,LINC02742,lncRNA
ENSG00000249882,1.845824372,-4.90351608,1.196814159,0.273959356,0.488976906,LINC02501,lncRNA
ENSG00000249884,2.597701644,-2.761736584,5.630206649,0.01765355,0.098882239,RNF103-CHMP3,protein_coding
ENSG00000249885,-0.021299912,-4.000801673,0.000159764,0.989915194,0.996166949,ARHGEF38-IT1,lncRNA
ENSG00000249894,4.59306082,-3.880183825,1.64761856,0.199283368,0.408870599,AC024581.1,lncRNA
ENSG00000249896,0.455324032,-3.613299345,0.129287346,0.71917209,0.843633632,LINC02495,transcribed_unprocessed_pseudogene
ENSG00000249898,-0.273558887,0.03644645,0.220165443,0.638913888,0.79259858,MCPH1-AS1,lncRNA
ENSG00000249899,-0.544796766,-3.84211836,0.21306262,0.644377471,0.796004835,AC025180.1,lncRNA
ENSG00000249906,4.399718274,-3.992452567,3.769504298,0.052195099,0.195590562,AC006487.1,lncRNA
ENSG00000249910,0.721287172,-5.052036492,0.447324724,0.503608146,0.694562169,TRIM51CP,unprocessed_pseudogene
ENSG00000249915,1.497306657,1.846569299,5.529970281,0.018693423,0.102618073,PDCD6,protein_coding
ENSG00000249917,2.243137034,-2.424262755,1.31453958,0.251574382,0.465419416,LINC00536,lncRNA
ENSG00000249920,-0.762324013,-4.339614335,0.421826586,0.516027018,0.703737751,HNRNPA1P55,processed_pseudogene
ENSG00000249921,-1.022868637,-4.606895969,0.760427657,0.383194722,0.596436242,AC034207.1,processed_pseudogene
ENSG00000249923,-4.663337724,-4.318547976,33.06566942,8.9098091647468e-09,4.99649631031021e-07,AC007663.2,lncRNA
ENSG00000249931,-0.829810822,-3.747599014,0.438451472,0.507870812,0.697976003,GOLGA8K,protein_coding
ENSG00000249934,-2.173855874,-4.64571748,4.432510788,0.035260601,0.153137873,NCOA4P2,processed_pseudogene
ENSG00000249936,0.993489103,2.056863798,2.016118273,0.155636564,0.359036785,RAC1P2,processed_pseudogene
ENSG00000249937,3.197022368,-2.992438354,1.881467385,0.170167464,0.376080489,LINC02223,lncRNA
ENSG00000249947,-0.254614469,-3.339615945,0.100623691,0.751082461,0.863833312,XBP1P1,processed_pseudogene
ENSG00000249948,-1.062764379,-3.382668124,0.428487691,0.51273195,0.701572966,GBA3,polymorphic_pseudogene
ENSG00000249955,-1.117305699,-2.153266629,0.109592797,0.740608208,0.857236788,AC084866.1,lncRNA
ENSG00000249958,3.480540118,-4.438393992,1.473272857,0.22483002,0.436757507,CCT7P2,processed_pseudogene
ENSG00000249959,2.862016323,-4.658890801,1.559249595,0.211775128,0.422684353,AC024587.2,lncRNA
ENSG00000249961,1.110818038,-4.606896922,0.637832191,0.424496884,0.632013993,TERB1,protein_coding
ENSG00000249992,-2.501237522,2.890489098,11.55474772,0.000675765,0.008892509,TMEM158,protein_coding
ENSG00000249993,3.952946409,-4.227401034,2.85568959,0.091051188,0.268517182,BFSP2-AS1,lncRNA
ENSG00000249996,0.607335452,-4.496342008,0.21334817,0.644155704,0.795968104,PPIC-AS1,lncRNA
ENSG00000250012,-0.350616854,0.648405876,0.326044924,0.567997313,0.7441118,AC079848.1,lncRNA
ENSG00000250026,12.66145501,3.447455869,6.749146037,0.009379257,0.063519109,TMPRSS11BNL,transcribed_unprocessed_pseudogene
ENSG00000250027,0.345753946,-1.370439652,0.094475994,0.75856216,0.868667366,AC022272.1,lncRNA
ENSG00000250031,1.66088555,-4.017687461,0.970731288,0.324497865,0.540539643,AC009927.1,processed_pseudogene
ENSG00000250033,7.717806284,-1.392244509,4.769603455,0.028966497,0.136021786,SLC7A11-AS1,lncRNA
ENSG00000250038,5.438909492,-3.318549187,2.979421245,0.084329422,0.257433265,AC093791.1,lncRNA
ENSG00000250039,4.580075532,-3.887920929,4.504689002,0.033802042,0.149162608,AC096719.1,lncRNA
ENSG00000250041,2.347483611,-1.218843155,3.071983625,0.079652225,0.248973834,AC069360.1,lncRNA
ENSG00000250048,4.32384639,-4.034773792,1.184260766,0.276490292,0.491647956,LINC00603,lncRNA
ENSG00000250049,1.183965635,-0.787714192,0.264148827,0.607284075,0.771153983,AC114316.1,lncRNA
ENSG00000250050,3.237627431,-4.532260206,3.338029291,0.067695643,0.226978206,MTND4P9,unprocessed_pseudogene
ENSG00000250056,-0.688377651,0.953106889,0.309530509,0.577968427,0.75089634,LINC01018,lncRNA
ENSG00000250057,1.185552767,-4.257151873,0.824764637,0.363790771,0.578882396,AC114781.2,lncRNA
ENSG00000250060,4.210502267,-4.096162337,1.471909634,0.225044638,0.43698039,AC122710.1,lncRNA
ENSG00000250067,1.295829471,0.5820484,2.795713548,0.094516683,0.274244466,YJEFN3,protein_coding
ENSG00000250069,-1.877026607,-4.277328566,3.636576413,0.056523052,0.204693055,AC011379.1,lncRNA
ENSG00000250072,1.002314634,-3.123296697,0.463677341,0.495910359,0.689298588,SH3TC2-DT,lncRNA
ENSG00000250073,0.370867146,0.046641215,0.215805597,0.642254598,0.795011095,AP000866.2,lncRNA
ENSG00000250075,1.629841399,-0.634295207,1.574491538,0.209555931,0.420081712,AC104806.2,lncRNA
ENSG00000250091,-0.697800414,0.000236551,0.639451004,0.423909667,0.631645073,DNAH10OS,lncRNA
ENSG00000250101,2.470025569,-4.768865882,2.024935419,0.154735501,0.357976444,AC106795.3,lncRNA
ENSG00000250102,-0.50756498,-2.50524012,0.030189912,0.862060019,0.930998629,LINC02377,lncRNA
ENSG00000250103,0.51846618,-5.069525321,0.302579149,0.582270025,0.753103865,PANCR,lncRNA
ENSG00000250107,-3.216680083,-4.217621268,11.30627922,0.000772454,0.009873397,CACNA1G-AS1,lncRNA
ENSG00000250115,-2.629716574,-4.438392684,3.09685811,0.078443551,0.246941808,AK3P2,processed_pseudogene
ENSG00000250116,1.003063405,-2.716275043,0.817877973,0.365801328,0.580706228,RHOQ-AS1,lncRNA
ENSG00000250120,-3.024516967,-1.63590002,13.76183777,0.000207509,0.00333413,PCDHA10,protein_coding
ENSG00000250125,3.972960106,-4.217615633,2.047751731,0.152431143,0.355347324,LINC02232,lncRNA
ENSG00000250126,-2.103363771,-3.526208623,2.180670713,0.139753546,0.33963588,AC116563.1,lncRNA
ENSG00000250130,1.039203612,-3.09616259,0.776938089,0.37807922,0.591633495,GAPDHP43,processed_pseudogene
ENSG00000250131,0.747220874,-2.188672978,0.833306497,0.36131816,0.576641422,AC078881.1,lncRNA
ENSG00000250132,-1.947501229,0.654077023,19.82138695,8.50259806501839e-06,0.000216457,AC004803.1,lncRNA
ENSG00000250133,3.749683179,-1.273517837,8.794976705,0.003020611,0.028081215,HOXC-AS2,lncRNA
ENSG00000250138,1.033288317,-2.692373183,0.424752479,0.514575125,0.702708822,AC139495.2,unprocessed_pseudogene
ENSG00000250144,-1.360983495,-1.658889189,4.302707456,0.038051749,0.16028016,AC104619.3,processed_pseudogene
ENSG00000250148,2.985314799,-4.619717996,2.780721116,0.095405203,0.275570228,KRT8P31,processed_pseudogene
ENSG00000250155,1.260034581,-2.421456464,1.224191161,0.268539701,0.483493508,AC008957.1,lncRNA
ENSG00000250156,-0.009368103,-3.887918639,2.58966608299716e-05,0.995939682,0.999161274,LINC02060,lncRNA
ENSG00000250159,1.386347673,-0.498552076,2.402774688,0.12112025,0.313932664,AC106791.1,lncRNA
ENSG00000250166,3.7654692,-3.164977785,2.002316547,0.157059012,0.360800462,AC053513.1,lncRNA
ENSG00000250182,-1.071097954,2.32718766,4.05154064,0.044131052,0.175934955,EEF1A1P13,processed_pseudogene
ENSG00000250189,4.774964493,-3.768865989,2.759464334,0.096680604,0.277507805,AC097504.1,processed_pseudogene
ENSG00000250208,-1.515486458,2.382796654,4.443099551,0.035042572,0.152535629,FZD10-AS1,lncRNA
ENSG00000250220,-1.654913473,-1.723171248,7.794271894,0.005241213,0.041766756,AC053527.2,lncRNA
ENSG00000250221,5.053820302,-3.587870397,5.949648459,0.014720221,0.087190094,KRT8P32,processed_pseudogene
ENSG00000250222,-0.508203611,-4.141670625,0.32104937,0.570977694,0.746143294,AC008443.4,lncRNA
ENSG00000250230,-0.600279087,-3.449791142,0.204904635,0.650790755,0.799958329,AP002754.1,lncRNA
ENSG00000250240,1.007914519,-1.174412765,0.846814283,0.357455127,0.573497437,AC008840.1,lncRNA
ENSG00000250241,-1.282394808,-2.508217807,0.752367234,0.385727784,0.598621646,AC105383.1,lncRNA
ENSG00000250244,5.58255325,-3.212736978,5.530943584,0.018683027,0.102581527,AC010307.4,lncRNA
ENSG00000250251,-0.897037049,0.478308184,1.626706273,0.202159223,0.411969384,PKD1P6,transcribed_unprocessed_pseudogene
ENSG00000250254,-2.873652969,-3.887908162,8.966036868,0.002750446,0.026195247,PTTG2,protein_coding
ENSG00000250258,3.169926374,-4.556711785,2.93756904,0.086540886,0.261048737,AC008496.2,lncRNA
ENSG00000250261,4.692903489,-3.81975682,2.751424576,0.097167819,0.27820519,CCDC74BP1,unprocessed_pseudogene
ENSG00000250266,-1.583335241,-4.026174867,0.719758387,0.396223174,0.60749084,LINC01612,lncRNA
ENSG00000250271,5.589008279,-3.207915634,3.631565896,0.056693451,0.205068655,AC068647.2,transcribed_unprocessed_pseudogene
ENSG00000250274,3.95291411,-3.021940323,8.136017059,0.00433945,0.036389458,AC034199.1,lncRNA
ENSG00000250284,6.159597332,-2.76174224,2.522973633,0.112198829,0.300750563,AC109439.1,lncRNA
ENSG00000250286,-0.538489935,-4.24716705,0.312609922,0.576083031,0.749736837,AC021491.2,lncRNA
ENSG00000250292,6.71127592,-2.297790574,6.290752998,0.012136948,0.075853589,AC093844.1,processed_pseudogene
ENSG00000250295,5.25009595,1.810575177,16.09471216,6.02520382900935e-05,0.00116978,RDH10-AS1,lncRNA
ENSG00000250298,3.480534957,-4.438395871,2.009302086,0.156337223,0.359925871,GIMD1,protein_coding
ENSG00000250299,0.184763908,-1.226180502,0.051177241,0.821027303,0.906380897,MRPS31P4,transcribed_unprocessed_pseudogene
ENSG00000250302,4.610683339,-0.078900089,10.03724307,0.001534066,0.01687912,LINC01618,lncRNA
ENSG00000250303,-1.401301038,1.478691766,3.118935649,0.077387316,0.245071788,LINC02762,lncRNA
ENSG00000250305,0.888614966,1.731053161,0.544912901,0.460403762,0.660484065,TRMT9B,protein_coding
ENSG00000250312,0.07601823,2.112925376,0.01048699,0.918434416,0.961387848,ZNF718,protein_coding
ENSG00000250315,1.537361991,-3.544438939,0.397578701,0.528342373,0.712886671,AC110760.2,transcribed_processed_pseudogene
ENSG00000250317,-0.508073449,4.451389087,0.976292723,0.32311579,0.539280359,SMIM20,protein_coding
ENSG00000250318,-0.03023774,-0.774231602,0.003611605,0.952078671,0.978291134,AC003072.1,unprocessed_pseudogene
ENSG00000250320,0.849372355,2.503930298,0.442837317,0.505756173,0.696343105,EDIL3-DT,lncRNA
ENSG00000250325,-1.61970092,-4.496333301,1.599809756,0.205930173,0.416089069,IGBP1P4,processed_pseudogene
ENSG00000250326,-1.300457102,-2.009225585,4.772289112,0.028921347,0.135913535,AC104596.1,lncRNA
ENSG00000250327,-2.366791737,-3.043363787,8.28543004,0.003996444,0.034272905,RPSAP70,processed_pseudogene
ENSG00000250328,3.838563205,-0.523203899,2.600671807,0.106818427,0.2927343,MGC32805,lncRNA
ENSG00000250333,3.062013367,-4.594185984,1.784836366,0.181556568,0.389586963,AC093725.2,lncRNA
ENSG00000250334,-3.840054033,-2.538327454,27.05188853,1.98066626109017e-07,7.8393088194731e-06,LINC00989,lncRNA
ENSG00000250337,0.573201273,-2.282401965,0.102887738,0.748391376,0.862092369,PURPL,lncRNA
ENSG00000250343,-0.644676496,-4.712828189,0.154166139,0.69458542,0.827779386,STK32A-AS1,lncRNA
ENSG00000250346,-0.856015485,-4.556710205,0.518801203,0.471353503,0.670189758,EEF1GP2,processed_pseudogene
ENSG00000250361,1.448750024,-4.967646844,0.868175896,0.351460793,0.567701758,GYPB,protein_coding
ENSG00000250362,4.852594754,-3.719716774,4.633837338,0.031347378,0.142375705,AC008592.1,lncRNA
ENSG00000250365,1.077841829,-1.855322729,2.956044064,0.08555703,0.259276247,AL139353.2,lncRNA
ENSG00000250366,-3.112831876,-2.517168689,2.06186798,0.151024935,0.353621884,TUNAR,protein_coding
ENSG00000250371,5.876018907,-2.988285416,5.286004423,0.021497488,0.112644788,AC007370.2,lncRNA
ENSG00000250378,3.347173214,-1.866741576,2.556461146,0.109844218,0.297257942,AC114296.1,lncRNA
ENSG00000250385,4.159049406,-4.123298083,2.573468284,0.108669244,0.295553712,AC106772.2,lncRNA
ENSG00000250386,0.282399503,-5.087227159,0.153558017,0.695158117,0.827938484,H3P21,processed_pseudogene
ENSG00000250387,1.851115958,-1.458408586,0.365142238,0.545664146,0.726441968,LINC02197,lncRNA
ENSG00000250397,-1.350958231,-2.339612605,3.078771354,0.079320426,0.248430701,AP006623.1,lncRNA
ENSG00000250412,3.746331935,-2.111932372,11.15107606,0.000839829,0.010490363,KLHL2P1,unprocessed_pseudogene
ENSG00000250413,5.475661611,-1.728386807,7.814149961,0.005183873,0.041509072,SLC2A9-AS1,lncRNA
ENSG00000250420,4.089544824,-1.464176525,4.558937767,0.032747378,0.146131079,AACSP1,transcribed_unprocessed_pseudogene
ENSG00000250423,-2.61113403,-2.347584967,5.350639726,0.020714669,0.10998588,KIAA1210,protein_coding
ENSG00000250425,2.727186178,-4.699156147,2.021203526,0.155116155,0.358413993,OR7E35P,unprocessed_pseudogene
